ID,GENDER,AGE,EDUC_LEV,MAR_STATUS,HH_SIZE,RATIO
137287,female,48,college graduate,never married,1,5
137288,female,33,9 to 11th grade,never married,1,
137289,male,68,HS graduate,never married,2,
137290,female,41,HS graduate,married or lives with partner,4,1.67
137291,male,64,college graduate,married or lives with partner,2,5
137293,female,61,college graduate,married or lives with partner,2,5
137295,male,24,some college,married or lives with partner,2,2.3
137296,female,69,some college,married or lives with partner,5,
137298,female,80,HS graduate,widow or divorced or separated,3,1.04
137299,male,25,college graduate,married or lives with partner,2,5
137300,male,34,HS graduate,married or lives with partner,2,3.83
137301,female,52,college graduate,widow or divorced or separated,2,
137302,female,57,college graduate,married or lives with partner,3,0.6
137303,male,50,HS graduate,married or lives with partner,4,
137304,female,38,college graduate,widow or divorced or separated,3,3.22
137305,female,27,college graduate,never married,1,5
137306,female,41,college graduate,married or lives with partner,5,3.41
137307,male,66,HS graduate,widow or divorced or separated,1,1.16
137308,male,70,college graduate,married or lives with partner,2,4.56
137309,female,45,some college,married or lives with partner,3,3.25
137310,male,69,some college,married or lives with partner,2,2.06
137311,female,41,college graduate,married or lives with partner,6,0.83
137312,male,48,HS graduate,married or lives with partner,2,5
137313,male,37,some college,married or lives with partner,4,
137314,male,67,HS graduate,married or lives with partner,2,1.86
137315,female,80,college graduate,widow or divorced or separated,1,5
137316,female,26,college graduate,never married,4,2.09
137317,male,31,some college,never married,3,1.3
137318,female,55,9 to 11th grade,married or lives with partner,4,0.79
137319,male,62,college graduate,widow or divorced or separated,1,4.05
137320,male,80,9 to 11th grade,widow or divorced or separated,4,3.42
137322,female,80,HS graduate,widow or divorced or separated,1,
137323,female,32,college graduate,never married,3,2.56
137324,female,58,HS graduate,widow or divorced or separated,2,1.37
137325,female,65,college graduate,married or lives with partner,2,5
137326,female,32,some college,married or lives with partner,3,2.61
137327,female,28,HS graduate,never married,5,2.48
137328,female,72,some college,widow or divorced or separated,1,0.81
137329,male,74,some college,married or lives with partner,2,4.02
137330,female,47,some college,widow or divorced or separated,2,1.86
137331,male,70,some college,married or lives with partner,2,
137332,male,72,HS graduate,never married,1,1.99
137333,female,41,some college,never married,3,4.56
137335,female,63,college graduate,married or lives with partner,2,5
137337,male,33,9 to 11th grade,married or lives with partner,2,1.75
137339,male,49,HS graduate,widow or divorced or separated,4,1.15
137341,female,53,college graduate,married or lives with partner,3,2.71
137342,female,49,some college,widow or divorced or separated,3,0.87
137343,male,34,some college,married or lives with partner,3,5
137344,male,50,HS graduate,married or lives with partner,4,3.38
137345,male,26,college graduate,never married,2,3.44
137348,female,31,some college,married or lives with partner,3,1.91
137349,female,78,some college,married or lives with partner,2,3.28
137350,female,64,9 to 11th grade,widow or divorced or separated,1,
137351,female,41,HS graduate,married or lives with partner,4,
137352,male,73,college graduate,married or lives with partner,2,3.44
137353,male,69,9 to 11th grade,widow or divorced or separated,1,0.7
137354,female,68,some college,married or lives with partner,2,
137355,female,37,college graduate,married or lives with partner,5,2.85
137356,female,72,college graduate,widow or divorced or separated,1,2.21
137357,male,26,some college,never married,4,1.95
137360,female,41,some college,married or lives with partner,4,1.01
137362,female,31,some college,never married,3,
137365,female,67,some college,widow or divorced or separated,4,3.6
137366,female,73,some college,widow or divorced or separated,1,4.05
137368,male,55,college graduate,married or lives with partner,4,5
137370,male,73,college graduate,married or lives with partner,2,2.33
137371,female,47,HS graduate,never married,3,2.18
137374,female,25,some college,married or lives with partner,3,0.97
137375,female,60,some college,married or lives with partner,2,
137376,female,40,some college,never married,1,2.47
137378,male,70,less than 9th grade,widow or divorced or separated,1,0.75
137379,male,66,college graduate,never married,1,5
137380,male,54,some college,never married,1,2.1
137381,male,40,college graduate,married or lives with partner,4,5
137383,female,73,college graduate,married or lives with partner,2,5
137384,female,51,some college,widow or divorced or separated,1,5
137385,female,36,9 to 11th grade,widow or divorced or separated,7,0.57
137386,male,56,college graduate,widow or divorced or separated,1,5
137387,female,69,college graduate,married or lives with partner,2,5
137390,male,75,some college,married or lives with partner,3,2.73
137391,male,62,some college,never married,3,
137394,male,65,some college,married or lives with partner,2,1.22
137395,female,63,some college,widow or divorced or separated,1,5
137396,male,43,HS graduate,married or lives with partner,6,1.02
137400,male,67,college graduate,married or lives with partner,2,5
137401,male,75,college graduate,never married,1,5
137402,female,40,college graduate,widow or divorced or separated,4,
137403,male,80,college graduate,married or lives with partner,2,2.87
137404,female,73,9 to 11th grade,widow or divorced or separated,1,1.55
137407,female,79,HS graduate,married or lives with partner,2,3.44
137408,male,24,college graduate,never married,4,3.6
137409,female,41,some college,married or lives with partner,4,2.43
137411,female,31,college graduate,widow or divorced or separated,1,2.8
137412,male,66,college graduate,married or lives with partner,2,3
137414,female,44,HS graduate,married or lives with partner,4,0.19
137415,female,80,HS graduate,widow or divorced or separated,2,2.58
137417,male,43,some college,never married,1,3.53
137419,male,31,some college,never married,1,3.26
137420,female,80,9 to 11th grade,married or lives with partner,3,3.43
137421,male,61,HS graduate,married or lives with partner,2,1.31
137422,female,73,9 to 11th grade,widow or divorced or separated,1,1.91
137423,male,44,9 to 11th grade,married or lives with partner,4,1.41
137424,male,28,college graduate,never married,1,5.40E-79
137425,female,51,some college,widow or divorced or separated,2,0.85
137429,female,72,HS graduate,married or lives with partner,2,5
137432,female,70,9 to 11th grade,married or lives with partner,2,2.78
137435,male,44,college graduate,married or lives with partner,4,5
137436,male,80,some college,married or lives with partner,2,2.28
137438,female,65,college graduate,married or lives with partner,3,
137439,female,46,college graduate,married or lives with partner,5,4.27
137440,female,50,college graduate,never married,1,5
137441,female,60,9 to 11th grade,widow or divorced or separated,2,1.01
137443,male,62,college graduate,widow or divorced or separated,1,2.81
137444,female,77,HS graduate,widow or divorced or separated,1,1.4
137445,female,60,HS graduate,married or lives with partner,3,
137446,female,57,HS graduate,never married,1,0.74
137447,male,72,college graduate,married or lives with partner,2,5
137448,male,80,some college,married or lives with partner,2,4.56
137449,female,42,some college,married or lives with partner,4,5
137451,male,80,college graduate,married or lives with partner,2,5
137453,female,64,HS graduate,married or lives with partner,2,5
137455,male,76,college graduate,widow or divorced or separated,1,3.91
137461,female,61,college graduate,married or lives with partner,4,1.03
137462,male,73,some college,widow or divorced or separated,1,
137463,male,60,college graduate,married or lives with partner,2,5
137464,male,33,some college,never married,3,1.85
137465,female,80,less than 9th grade,widow or divorced or separated,5,1.71
137466,female,77,college graduate,widow or divorced or separated,1,5
137468,female,31,HS graduate,never married,3,0.05
137470,female,76,9 to 11th grade,widow or divorced or separated,1,1.59
137472,female,41,college graduate,married or lives with partner,3,3.26
137473,male,26,college graduate,never married,1,3.02
137474,male,64,less than 9th grade,married or lives with partner,3,1.14
137476,female,70,college graduate,married or lives with partner,2,4.26
137477,male,39,HS graduate,never married,4,1.47
137478,male,73,HS graduate,married or lives with partner,2,3.35
137480,female,23,some college,married or lives with partner,3,2.41
137481,male,58,some college,never married,1,0.88
137482,female,38,HS graduate,married or lives with partner,6,0.62
137483,female,42,college graduate,married or lives with partner,5,5
137484,female,26,some college,never married,1,
137487,female,71,9 to 11th grade,widow or divorced or separated,2,
137488,male,29,some college,married or lives with partner,4,2.17
137489,male,75,HS graduate,widow or divorced or separated,1,3.77
137490,male,44,college graduate,never married,1,
137492,female,57,college graduate,widow or divorced or separated,2,
137493,female,31,some college,married or lives with partner,6,1.19
137495,female,68,some college,never married,1,4.19
137497,female,68,college graduate,married or lives with partner,2,5
137499,male,80,HS graduate,married or lives with partner,2,3.3
137500,female,75,college graduate,widow or divorced or separated,3,
137501,female,35,college graduate,married or lives with partner,4,5
137502,male,80,9 to 11th grade,married or lives with partner,2,2.58
137504,female,63,college graduate,widow or divorced or separated,1,1.51
137505,female,44,college graduate,married or lives with partner,5,5
137506,female,34,college graduate,married or lives with partner,2,
137507,male,50,HS graduate,married or lives with partner,2,5
137508,male,79,less than 9th grade,never married,1,1.89
137510,female,80,some college,widow or divorced or separated,1,4.8
137511,male,74,HS graduate,married or lives with partner,2,1.69
137512,female,69,some college,never married,2,1.06
137513,female,51,college graduate,never married,2,2.87
137515,male,72,less than 9th grade,married or lives with partner,3,0.4
137517,female,51,some college,married or lives with partner,1,5
137518,male,48,college graduate,married or lives with partner,3,5
137519,male,33,some college,married or lives with partner,4,5
137520,male,73,HS graduate,married or lives with partner,6,1.37
137522,female,34,some college,never married,4,5.40E-79
137523,male,56,9 to 11th grade,married or lives with partner,2,5
137526,female,45,HS graduate,never married,1,3.09
137527,male,52,college graduate,never married,1,0.75
137528,male,57,some college,widow or divorced or separated,2,2.03
137530,female,53,some college,widow or divorced or separated,3,0.69
137531,female,30,college graduate,never married,1,5
137532,female,43,some college,married or lives with partner,4,2.5
137533,female,39,college graduate,widow or divorced or separated,3,4.78
137534,male,48,some college,married or lives with partner,5,5
137535,female,58,9 to 11th grade,married or lives with partner,2,1.71
137537,female,37,college graduate,married or lives with partner,4,5
137539,female,70,some college,widow or divorced or separated,2,
137540,female,34,some college,never married,2,5
137541,female,74,some college,married or lives with partner,2,1.55
137543,female,73,some college,widow or divorced or separated,1,1.03
137544,female,75,some college,widow or divorced or separated,6,3.76
137545,female,59,some college,widow or divorced or separated,1,5.40E-79
137547,male,61,college graduate,never married,1,4.8
137548,male,33,less than 9th grade,married or lives with partner,5,1.99
137549,female,73,HS graduate,widow or divorced or separated,1,
137550,male,56,some college,widow or divorced or separated,1,4.23
137551,female,61,college graduate,married or lives with partner,2,5
137552,male,64,HS graduate,married or lives with partner,2,1.93
137554,male,67,HS graduate,married or lives with partner,3,
137559,female,38,college graduate,never married,2,4.88
137560,male,30,college graduate,never married,3,4.55
137562,male,80,9 to 11th grade,widow or divorced or separated,3,2.85
137563,female,55,college graduate,married or lives with partner,4,5
137564,male,51,some college,married or lives with partner,3,5
137567,female,36,some college,widow or divorced or separated,3,0.87
137568,male,24,college graduate,never married,2,
137570,female,80,HS graduate,widow or divorced or separated,1,2.58
137571,male,72,HS graduate,married or lives with partner,2,1.64
137572,male,80,HS graduate,married or lives with partner,2,1.52
137573,female,44,college graduate,widow or divorced or separated,2,4.1
137575,female,76,college graduate,widow or divorced or separated,1,2.56
137576,female,40,some college,married or lives with partner,3,5
137578,female,33,some college,never married,1,
137579,female,38,HS graduate,widow or divorced or separated,5,
137580,female,23,college graduate,never married,2,5
137581,male,39,college graduate,married or lives with partner,4,5
137583,male,36,college graduate,married or lives with partner,4,3.42
137585,female,63,college graduate,widow or divorced or separated,1,5
137590,female,53,HS graduate,never married,3,0.71
137592,female,50,some college,married or lives with partner,4,5
137593,female,42,college graduate,married or lives with partner,2,4.29
137595,female,54,college graduate,married or lives with partner,3,5
137597,female,61,less than 9th grade,married or lives with partner,2,1.12
137598,male,71,college graduate,widow or divorced or separated,1,5
137599,female,80,less than 9th grade,widow or divorced or separated,1,0.48
137602,male,80,9 to 11th grade,married or lives with partner,2,
137607,female,32,HS graduate,married or lives with partner,6,0.69
137609,female,44,some college,never married,2,
137610,male,59,9 to 11th grade,married or lives with partner,5,
137612,male,46,9 to 11th grade,never married,3,0.04
137613,female,63,some college,widow or divorced or separated,1,2.64
137614,female,34,HS graduate,married or lives with partner,4,0.61
137615,female,21,some college,never married,2,0.96
137617,female,33,college graduate,married or lives with partner,7,1.99
137618,female,33,some college,married or lives with partner,4,1.89
137619,female,64,HS graduate,married or lives with partner,2,2.16
137620,female,70,some college,married or lives with partner,2,5
137623,male,66,HS graduate,widow or divorced or separated,1,2.74
137624,male,40,some college,never married,1,
137625,female,63,HS graduate,married or lives with partner,2,3.04
137626,female,31,college graduate,married or lives with partner,3,5
137629,female,35,some college,never married,3,0.96
137630,male,32,college graduate,never married,1,2.81
137632,male,46,college graduate,married or lives with partner,4,3.78
137634,male,68,HS graduate,married or lives with partner,2,1.26
137635,female,75,college graduate,married or lives with partner,2,3.8
137637,male,43,less than 9th grade,married or lives with partner,7,
137638,female,80,some college,widow or divorced or separated,1,1.84
137639,male,69,HS graduate,widow or divorced or separated,1,0.74
137640,male,67,college graduate,married or lives with partner,2,5
137643,female,44,some college,married or lives with partner,4,3.33
137644,female,33,some college,married or lives with partner,5,1.68
137645,male,78,HS graduate,widow or divorced or separated,1,1.98
137649,female,34,some college,married or lives with partner,4,0.91
137650,male,28,college graduate,never married,1,5
137651,male,51,college graduate,married or lives with partner,4,5
137652,female,61,9 to 11th grade,never married,1,
137654,male,69,college graduate,married or lives with partner,2,4.59
137655,male,48,some college,never married,1,1.47
137657,female,67,some college,married or lives with partner,3,3.42
137659,female,78,college graduate,widow or divorced or separated,1,5
137660,female,27,some college,married or lives with partner,4,
137661,female,42,HS graduate,married or lives with partner,6,
137662,female,62,9 to 11th grade,widow or divorced or separated,1,1.47
137663,male,29,college graduate,never married,4,
137664,male,69,HS graduate,widow or divorced or separated,1,4.43
137667,female,43,college graduate,married or lives with partner,7,
137668,male,50,college graduate,married or lives with partner,4,5
137669,female,80,less than 9th grade,married or lives with partner,2,0.57
137670,female,63,HS graduate,married or lives with partner,2,5
137672,female,44,some college,widow or divorced or separated,4,1.02
137673,female,49,college graduate,married or lives with partner,5,
137674,female,61,some college,married or lives with partner,3,2.61
137675,male,27,HS graduate,never married,7,1.13
137676,female,43,HS graduate,never married,2,0.55
137680,female,74,college graduate,widow or divorced or separated,1,5
137681,female,64,some college,widow or divorced or separated,2,2.79
137682,female,33,college graduate,married or lives with partner,4,
137683,male,33,college graduate,married or lives with partner,3,5
137686,female,38,some college,married or lives with partner,3,4.83
137687,male,71,,widow or divorced or separated,1,1.51
137690,male,57,HS graduate,widow or divorced or separated,1,0.04
137692,female,79,less than 9th grade,widow or divorced or separated,1,0.88
137693,female,27,some college,never married,5,
137695,female,78,some college,widow or divorced or separated,1,2.06
137696,female,64,college graduate,widow or divorced or separated,1,5
137698,female,65,HS graduate,married or lives with partner,2,2.05
137700,female,31,college graduate,married or lives with partner,2,5
137701,female,60,HS graduate,widow or divorced or separated,5,0.05
137702,male,46,some college,married or lives with partner,3,3.11
137703,male,51,college graduate,married or lives with partner,2,5
137704,male,24,college graduate,never married,4,0.7
137705,female,65,some college,widow or divorced or separated,1,2.13
137706,female,58,less than 9th grade,never married,2,1.05
137708,female,65,some college,widow or divorced or separated,5,1.15
137709,male,49,some college,married or lives with partner,3,
137711,female,78,college graduate,married or lives with partner,2,5
137712,female,29,less than 9th grade,never married,7,
137713,female,40,some college,widow or divorced or separated,2,3
137714,female,58,less than 9th grade,married or lives with partner,3,
137716,male,67,some college,widow or divorced or separated,1,1.1
137718,female,60,some college,married or lives with partner,2,2.87
137719,male,33,some college,never married,1,4.27
137720,male,70,college graduate,married or lives with partner,2,5
137721,female,78,9 to 11th grade,married or lives with partner,2,2.4
137722,female,33,some college,married or lives with partner,4,2.7
137723,female,60,college graduate,married or lives with partner,2,3.69
137725,female,44,college graduate,widow or divorced or separated,1,2.47
137726,female,57,some college,widow or divorced or separated,2,1.09
137727,female,70,some college,widow or divorced or separated,1,
137729,female,68,some college,widow or divorced or separated,1,1.12
137730,female,34,HS graduate,never married,1,2.21
137733,male,28,9 to 11th grade,married or lives with partner,6,0.07
137734,male,64,some college,widow or divorced or separated,1,5
137735,female,60,college graduate,never married,1,4.34
137736,male,66,college graduate,married or lives with partner,2,4.92
137737,female,73,college graduate,widow or divorced or separated,1,4.27
137738,male,67,HS graduate,widow or divorced or separated,2,1.92
137739,male,64,9 to 11th grade,married or lives with partner,2,3.04
137740,female,28,some college,married or lives with partner,4,2.83
137741,female,30,college graduate,married or lives with partner,3,4.83
137742,male,55,HS graduate,widow or divorced or separated,1,0.82
137745,male,80,9 to 11th grade,married or lives with partner,2,2.73
137747,female,65,HS graduate,widow or divorced or separated,1,0.46
137748,female,42,college graduate,widow or divorced or separated,3,2.19
137752,female,61,some college,widow or divorced or separated,1,3.83
137753,female,25,less than 9th grade,married or lives with partner,3,0.11
137754,male,47,HS graduate,married or lives with partner,6,0.62
137755,male,76,college graduate,widow or divorced or separated,1,4.78
137756,male,51,some college,married or lives with partner,4,4.86
137757,female,23,college graduate,never married,2,1.69
137761,female,35,9 to 11th grade,married or lives with partner,5,1.31
137765,male,43,some college,never married,2,1.06
137768,male,44,some college,married or lives with partner,4,
137770,male,28,college graduate,married or lives with partner,3,5
137771,female,78,HS graduate,married or lives with partner,2,
137773,male,61,some college,widow or divorced or separated,1,0.74
137774,male,48,college graduate,married or lives with partner,4,5
137777,female,43,HS graduate,married or lives with partner,5,
137778,female,70,some college,widow or divorced or separated,1,0.65
137779,male,66,9 to 11th grade,never married,3,1.17
137781,male,44,9 to 11th grade,married or lives with partner,3,2.31
137783,female,32,college graduate,married or lives with partner,2,5
137784,male,27,college graduate,married or lives with partner,2,5
137786,female,37,,,5,
137787,male,44,HS graduate,married or lives with partner,3,3.62
137788,female,79,HS graduate,married or lives with partner,2,3.3
137789,male,67,college graduate,married or lives with partner,2,4.64
137790,female,66,HS graduate,never married,1,0.44
137791,male,55,college graduate,married or lives with partner,3,5
137793,male,67,some college,married or lives with partner,2,5
137794,male,80,HS graduate,married or lives with partner,2,2.18
137798,male,72,some college,married or lives with partner,2,1.52
137799,female,66,college graduate,widow or divorced or separated,3,1.67
137800,male,34,college graduate,married or lives with partner,2,5
137801,male,68,less than 9th grade,widow or divorced or separated,1,0.79
137803,female,51,college graduate,married or lives with partner,4,5
137804,female,49,college graduate,married or lives with partner,5,
137808,female,66,HS graduate,widow or divorced or separated,1,1.71
137809,female,32,HS graduate,never married,7,4.46
137810,female,43,some college,married or lives with partner,3,4.83
137812,female,33,some college,never married,3,1.01
137814,female,38,college graduate,widow or divorced or separated,5,0.37
137815,female,48,9 to 11th grade,widow or divorced or separated,4,
137816,male,46,college graduate,married or lives with partner,7,5
137817,female,80,some college,widow or divorced or separated,1,
137818,female,46,some college,married or lives with partner,5,1.69
137819,male,48,9 to 11th grade,married or lives with partner,2,
137820,male,32,9 to 11th grade,never married,3,3.38
137821,male,21,HS graduate,never married,3,5.40E-79
137822,male,72,HS graduate,widow or divorced or separated,1,0.62
137823,female,69,some college,married or lives with partner,2,4.41
137824,female,23,some college,never married,1,
137826,female,39,HS graduate,never married,1,1.21
137829,female,40,college graduate,married or lives with partner,4,
137830,male,36,college graduate,never married,5,1.49
137831,female,64,some college,widow or divorced or separated,2,5
137832,female,67,college graduate,married or lives with partner,2,2.28
137834,male,61,HS graduate,widow or divorced or separated,2,1.06
137835,male,80,less than 9th grade,married or lives with partner,2,1.31
137837,female,80,less than 9th grade,married or lives with partner,2,2.28
137838,male,29,college graduate,married or lives with partner,2,2.21
137839,male,38,some college,married or lives with partner,4,5
137840,female,40,HS graduate,married or lives with partner,5,1.85
137841,female,80,9 to 11th grade,married or lives with partner,2,2.03
137843,male,21,HS graduate,never married,6,4.22
137844,male,79,less than 9th grade,widow or divorced or separated,2,
137845,female,49,college graduate,married or lives with partner,3,5
137846,male,47,some college,married or lives with partner,4,2.27
137849,male,24,college graduate,never married,1,1.23
137850,female,66,some college,married or lives with partner,2,5
137851,female,33,some college,widow or divorced or separated,3,2.17
137852,female,75,HS graduate,married or lives with partner,2,
137853,female,57,college graduate,never married,1,
137858,female,54,HS graduate,widow or divorced or separated,1,5
137859,female,38,some college,never married,3,1.01
137860,female,67,college graduate,married or lives with partner,3,5
137862,male,36,college graduate,married or lives with partner,2,5
137863,female,75,some college,widow or divorced or separated,1,1.01
137865,male,32,some college,never married,7,1.86
137866,female,37,HS graduate,never married,5,0.05
137870,male,46,some college,never married,1,
137872,female,78,some college,widow or divorced or separated,3,5
137873,female,73,some college,married or lives with partner,3,0.91
137875,male,80,college graduate,widow or divorced or separated,1,5
137876,female,80,HS graduate,widow or divorced or separated,2,5
137877,male,30,college graduate,never married,1,5
137878,male,69,some college,married or lives with partner,7,
137879,female,54,college graduate,married or lives with partner,2,5
137881,female,63,college graduate,widow or divorced or separated,2,1.64
137882,male,62,college graduate,married or lives with partner,3,4.12
137883,female,74,some college,married or lives with partner,2,2.07
137884,male,60,college graduate,married or lives with partner,2,4.92
137885,male,74,college graduate,married or lives with partner,2,0.63
137886,female,67,some college,married or lives with partner,3,5
137888,male,45,HS graduate,married or lives with partner,2,
137889,female,34,some college,never married,3,0.77
137890,female,44,college graduate,married or lives with partner,2,5
137891,female,29,some college,married or lives with partner,2,1.23
137892,female,51,HS graduate,married or lives with partner,3,3.87
137893,male,60,some college,widow or divorced or separated,1,2.21
137894,male,72,college graduate,married or lives with partner,2,5
137895,male,35,college graduate,never married,1,5
137900,female,40,HS graduate,married or lives with partner,6,1.18
137901,male,34,some college,never married,2,5.40E-79
137905,female,35,college graduate,married or lives with partner,2,4.31
137906,female,80,college graduate,widow or divorced or separated,1,3.29
137908,female,80,HS graduate,widow or divorced or separated,1,0.79
137909,female,40,some college,married or lives with partner,2,3.28
137910,male,73,some college,widow or divorced or separated,2,5
137911,female,80,less than 9th grade,widow or divorced or separated,4,
137914,male,67,some college,married or lives with partner,3,2.37
137921,female,28,some college,never married,2,3.55
137926,female,63,college graduate,married or lives with partner,2,5
137928,female,34,HS graduate,widow or divorced or separated,5,0.77
137929,female,58,some college,never married,6,0.62
137932,female,59,HS graduate,widow or divorced or separated,6,2.48
137934,male,67,college graduate,married or lives with partner,2,5
137936,female,72,college graduate,married or lives with partner,2,4.92
137937,female,37,some college,widow or divorced or separated,4,1.33
137939,male,34,HS graduate,widow or divorced or separated,2,0.03
137940,female,63,HS graduate,widow or divorced or separated,4,0.38
137942,female,71,college graduate,married or lives with partner,2,3.88
137943,male,32,HS graduate,widow or divorced or separated,1,5
137945,male,46,HS graduate,married or lives with partner,4,1.71
137947,male,64,some college,widow or divorced or separated,1,5
137948,male,53,some college,widow or divorced or separated,4,
137949,male,63,HS graduate,married or lives with partner,3,1.22
137950,female,50,HS graduate,never married,2,
137952,male,73,some college,married or lives with partner,2,1.55
137953,female,65,some college,widow or divorced or separated,3,3.92
137955,female,41,some college,married or lives with partner,5,1.54
137958,female,70,HS graduate,widow or divorced or separated,7,
137959,male,64,some college,married or lives with partner,2,3.04
137960,male,67,college graduate,married or lives with partner,3,2.78
137962,female,72,some college,widow or divorced or separated,2,1.97
137963,male,71,9 to 11th grade,married or lives with partner,2,
137965,female,53,college graduate,married or lives with partner,2,5
137967,male,71,college graduate,married or lives with partner,2,5
137970,female,37,college graduate,married or lives with partner,4,3.33
137972,male,58,9 to 11th grade,never married,1,0.97
137973,female,80,HS graduate,married or lives with partner,5,5
137974,female,37,9 to 11th grade,widow or divorced or separated,2,
137976,male,67,some college,widow or divorced or separated,1,2.74
137977,female,67,some college,widow or divorced or separated,1,0.96
137979,male,44,9 to 11th grade,widow or divorced or separated,1,3.49
137982,female,62,9 to 11th grade,married or lives with partner,2,0.68
137984,female,80,HS graduate,married or lives with partner,2,
137985,female,74,HS graduate,widow or divorced or separated,1,1.94
137988,female,74,some college,married or lives with partner,2,2.28
137989,female,43,college graduate,never married,3,
137990,female,45,college graduate,widow or divorced or separated,2,3.85
137991,female,60,college graduate,married or lives with partner,2,1.38
137992,male,67,college graduate,married or lives with partner,2,5
137995,female,70,less than 9th grade,married or lives with partner,5,0.82
137996,female,40,college graduate,married or lives with partner,4,5
137999,female,52,college graduate,never married,2,3.04
138000,female,62,college graduate,never married,1,2.4
138005,male,70,some college,married or lives with partner,2,4.37
138006,male,75,some college,married or lives with partner,5,
138007,male,35,some college,married or lives with partner,6,2.02
138011,female,68,some college,married or lives with partner,4,1.6
138012,female,26,some college,married or lives with partner,3,3.58
138013,female,58,some college,married or lives with partner,2,2.18
138014,male,38,9 to 11th grade,never married,1,1.35
138015,female,63,some college,married or lives with partner,2,3.17
138016,female,36,college graduate,married or lives with partner,6,5
138017,male,32,college graduate,married or lives with partner,2,5
138020,male,71,some college,married or lives with partner,5,2.16
138021,female,40,HS graduate,never married,1,4.42
138022,male,80,HS graduate,widow or divorced or separated,1,5
138025,female,80,HS graduate,widow or divorced or separated,3,4.23
138027,female,67,some college,widow or divorced or separated,2,0.02
138028,male,70,HS graduate,widow or divorced or separated,1,4.66
138031,female,35,9 to 11th grade,married or lives with partner,7,1.05
138032,female,21,some college,never married,3,0.15
138033,female,32,college graduate,married or lives with partner,5,5
138034,male,29,some college,never married,2,2.88
138036,female,50,college graduate,married or lives with partner,2,5
138037,female,39,college graduate,married or lives with partner,4,5
138038,male,72,some college,married or lives with partner,2,4.31
138040,female,21,some college,never married,5,2.49
138041,male,70,some college,married or lives with partner,3,3.91
138044,female,44,some college,married or lives with partner,4,4.25
138046,female,58,college graduate,widow or divorced or separated,1,1.85
138047,male,51,college graduate,married or lives with partner,5,3.08
138048,male,55,college graduate,married or lives with partner,2,5
138049,male,40,some college,never married,1,5
138050,female,75,9 to 11th grade,widow or divorced or separated,1,0.09
138051,male,21,HS graduate,never married,4,
138053,female,65,some college,widow or divorced or separated,2,
138054,male,57,HS graduate,married or lives with partner,3,5
138055,male,77,college graduate,married or lives with partner,2,
138056,female,69,9 to 11th grade,widow or divorced or separated,1,1.71
138057,male,56,some college,married or lives with partner,2,2.87
138059,female,80,college graduate,widow or divorced or separated,1,
138060,female,49,college graduate,married or lives with partner,4,
138061,female,67,college graduate,married or lives with partner,2,4.37
138062,male,71,HS graduate,widow or divorced or separated,1,
138063,female,24,HS graduate,married or lives with partner,3,0.63
138064,female,77,some college,widow or divorced or separated,1,2.06
138065,male,76,HS graduate,widow or divorced or separated,1,1.63
138067,female,34,college graduate,married or lives with partner,2,0.93
138068,female,60,less than 9th grade,married or lives with partner,3,1.14
138069,male,26,college graduate,never married,1,5
138070,male,70,less than 9th grade,widow or divorced or separated,3,5
138072,male,67,some college,never married,1,1.03
138073,male,65,HS graduate,married or lives with partner,6,0.84
138076,male,67,HS graduate,married or lives with partner,2,3.3
138077,female,50,some college,widow or divorced or separated,1,2.33
138078,male,73,9 to 11th grade,widow or divorced or separated,1,0.66
138080,male,37,some college,married or lives with partner,4,2.45
138081,female,57,some college,married or lives with partner,2,5
138082,male,59,HS graduate,widow or divorced or separated,5,
138083,male,66,some college,married or lives with partner,4,2.7
138084,male,59,some college,widow or divorced or separated,5,2.39
138086,male,63,HS graduate,married or lives with partner,2,5
138087,male,73,college graduate,married or lives with partner,2,5
138088,male,30,college graduate,married or lives with partner,3,4.45
138089,female,34,college graduate,married or lives with partner,5,4.43
138090,male,37,some college,never married,1,0.65
138091,female,48,college graduate,widow or divorced or separated,2,5
138092,female,72,college graduate,married or lives with partner,2,4.82
138093,male,55,some college,never married,1,
138094,female,34,some college,widow or divorced or separated,3,3.94
138095,female,28,college graduate,married or lives with partner,2,5
138097,male,78,9 to 11th grade,widow or divorced or separated,5,
138098,female,80,college graduate,widow or divorced or separated,1,
138100,female,70,HS graduate,widow or divorced or separated,1,1.68
138101,female,74,9 to 11th grade,widow or divorced or separated,3,2.87
138102,female,30,college graduate,married or lives with partner,3,
138103,male,60,some college,married or lives with partner,2,4.1
138104,male,34,college graduate,married or lives with partner,2,5
138106,male,37,college graduate,never married,3,4.27
138107,male,35,college graduate,married or lives with partner,3,5
138108,female,34,college graduate,married or lives with partner,3,2.28
138109,female,46,some college,married or lives with partner,2,1.42
138110,female,69,college graduate,married or lives with partner,2,5
138111,female,48,college graduate,widow or divorced or separated,2,3.5
138112,male,66,college graduate,married or lives with partner,1,5
138114,female,62,some college,married or lives with partner,3,4.23
138116,female,70,some college,married or lives with partner,2,3.82
138117,male,65,some college,married or lives with partner,2,5
138118,female,21,HS graduate,never married,6,
138119,male,80,college graduate,married or lives with partner,2,4.37
138120,female,56,HS graduate,married or lives with partner,3,4.55
138122,female,65,college graduate,never married,1,5
138123,female,21,some college,never married,4,
138124,female,41,college graduate,married or lives with partner,3,5
138126,male,65,HS graduate,widow or divorced or separated,1,3.16
138128,female,64,less than 9th grade,married or lives with partner,4,1.51
